rule_name,severity,affected_user,source_ip,timestamp,explanation,recommended_action
Impossible Travel,High,user8,145.202.218.66,2026-03-25 02:40:24.031276,Login from DE just 1.5 hours after login from US.,Investigate user location and enforce MFA.
Impossible Travel,High,user5,103.251.223.233,2026-03-25 02:34:24.031276,Login from US just 1.9 hours after login from IN.,Investigate user location and enforce MFA.
Impossible Travel,High,user1,132.28.251.230,2026-03-25 02:19:24.031276,Login from IN just 10.2 hours after login from US.,Investigate user location and enforce MFA.
Impossible Travel,High,user19,201.153.72.236,2026-03-25 01:57:24.031276,Login from UK just 6.2 hours after login from US.,Investigate user location and enforce MFA.
Impossible Travel,High,user16,76.200.105.30,2026-03-25 01:21:24.031276,Login from US just 1.6 hours after login from CA.,Investigate user location and enforce MFA.
Impossible Travel,High,user5,13.99.4.109,2026-03-25 00:42:24.031276,Login from IN just 1.5 hours after login from US.,Investigate user location and enforce MFA.
Impossible Travel,High,admin2,186.7.227.45,2026-03-25 00:15:24.031276,Login from UK just 7.1 hours after login from US.,Investigate user location and enforce MFA.
Impossible Travel,High,user16,191.121.249.203,2026-03-24 23:47:24.031276,Login from CA just 0.4 hours after login from US.,Investigate user location and enforce MFA.
Impossible Travel,High,user12,45.21.96.77,2026-03-24 21:51:24.031276,Login from US just 1.0 hours after login from CA.,Investigate user location and enforce MFA.
Impossible Travel,High,user17,65.163.30.61,2026-03-24 21:40:24.031276,Login from US just 0.4 hours after login from DE.,Investigate user location and enforce MFA.
Impossible Travel,High,user3,60.69.248.65,2026-03-24 21:33:24.031276,Login from US just 0.8 hours after login from DE.,Investigate user location and enforce MFA.
Impossible Travel,High,user17,120.171.105.236,2026-03-24 21:14:24.031276,Login from DE just 0.6 hours after login from US.,Investigate user location and enforce MFA.
Impossible Travel,High,user12,124.130.0.50,2026-03-24 20:51:24.031276,Login from CA just 6.8 hours after login from US.,Investigate user location and enforce MFA.
Impossible Travel,High,user3,212.184.150.27,2026-03-24 20:43:24.031276,Login from DE just 0.3 hours after login from US.,Investigate user location and enforce MFA.
Impossible Travel,High,user10,142.252.96.7,2026-03-24 19:34:24.031276,Login from US just 1.0 hours after login from UK.,Investigate user location and enforce MFA.
Impossible Travel,High,user13,67.249.173.218,2026-03-24 18:39:24.031276,Login from UK just 0.3 hours after login from US.,Investigate user location and enforce MFA.
Impossible Travel,High,user10,136.160.111.206,2026-03-24 18:34:24.031276,Login from UK just 2.0 hours after login from US.,Investigate user location and enforce MFA.
Impossible Travel,High,admin2,208.25.205.225,2026-03-24 13:22:24.031276,Login from US just 2.8 hours after login from UK.,Investigate user location and enforce MFA.
Impossible Travel,High,user6,27.125.96.44,2026-03-24 13:15:24.031276,Login from US just 0.2 hours after login from CA.,Investigate user location and enforce MFA.
Impossible Travel,High,user6,126.10.143.4,2026-03-24 13:02:24.031276,Login from CA just 1.4 hours after login from US.,Investigate user location and enforce MFA.
Impossible Travel,High,user6,131.104.185.21,2026-03-24 11:37:24.031276,Login from US just 8.6 hours after login from CA.,Investigate user location and enforce MFA.
Impossible Travel,High,admin2,204.43.136.37,2026-03-24 10:33:24.031276,Login from UK just 1.1 hours after login from DE.,Investigate user location and enforce MFA.
Impossible Travel,High,user11,83.179.135.117,2026-03-24 10:19:24.031276,Login from US just 2.6 hours after login from IN.,Investigate user location and enforce MFA.
Impossible Travel,High,admin2,67.211.163.192,2026-03-24 09:27:24.031276,Login from DE just 0.7 hours after login from US.,Investigate user location and enforce MFA.
Impossible Travel,High,user17,170.111.160.187,2026-03-24 09:00:24.031276,Login from US just 5.3 hours after login from DE.,Investigate user location and enforce MFA.
Impossible Travel,High,user10,6.116.40.22,2026-03-24 08:43:24.031276,Login from US just 7.8 hours after login from CA.,Investigate user location and enforce MFA.
Impossible Travel,High,admin2,131.215.154.2,2026-03-24 08:26:24.031276,Login from US just 2.6 hours after login from IN.,Investigate user location and enforce MFA.
Impossible Travel,High,user11,213.121.16.223,2026-03-24 07:45:24.031276,Login from IN just 1.1 hours after login from US.,Investigate user location and enforce MFA.
Impossible Travel,High,user2,201.180.255.27,2026-03-24 07:15:24.031276,Login from US just 3.4 hours after login from IN.,Investigate user location and enforce MFA.
Impossible Travel,High,user5,12.54.90.160,2026-03-24 06:54:24.031276,Login from US just 0.2 hours after login from RU.,Investigate user location and enforce MFA.
Impossible Travel,High,user9,213.103.53.225,2026-03-24 06:50:24.031276,Login from US just 4.0 hours after login from IN.,Investigate user location and enforce MFA.
Impossible Travel,High,user5,213.190.5.152,2026-03-24 06:42:24.031276,Login from RU just 0.1 hours after login from US.,Investigate user location and enforce MFA.
Impossible Travel,High,user11,189.81.203.47,2026-03-24 06:41:24.031276,Login from US just 7.2 hours after login from IN.,Investigate user location and enforce MFA.
Impossible Travel,High,user19,183.150.125.15,2026-03-24 05:56:24.031276,Login from US just 7.8 hours after login from CA.,Investigate user location and enforce MFA.
Impossible Travel,High,admin2,57.238.135.81,2026-03-24 05:49:24.031276,Login from IN just 0.1 hours after login from US.,Investigate user location and enforce MFA.
Impossible Travel,High,user7,53.49.233.163,2026-03-24 05:37:24.031276,Login from US just 0.6 hours after login from UK.,Investigate user location and enforce MFA.
Impossible Travel,High,user7,139.137.235.7,2026-03-24 05:00:24.031276,Login from UK just 4.9 hours after login from US.,Investigate user location and enforce MFA.
Impossible Travel,High,user8,109.137.217.215,2026-03-24 04:34:24.031276,Login from US just 6.3 hours after login from CA.,Investigate user location and enforce MFA.
Impossible Travel,High,user2,39.11.220.234,2026-03-24 03:51:24.031276,Login from IN just 11.6 hours after login from US.,Investigate user location and enforce MFA.
Impossible Travel,High,user17,69.100.165.72,2026-03-24 03:39:24.031276,Login from DE just 1.7 hours after login from CA.,Investigate user location and enforce MFA.
Impossible Travel,High,user6,82.181.55.4,2026-03-24 02:59:24.031276,Login from CA just 3.3 hours after login from US.,Investigate user location and enforce MFA.
Impossible Travel,High,user9,102.143.15.92,2026-03-24 02:50:24.031276,Login from IN just 5.5 hours after login from US.,Investigate user location and enforce MFA.
Impossible Travel,High,admin1,183.19.66.104,2026-03-24 02:06:24.031276,Login from US just 0.7 hours after login from UK.,Investigate user location and enforce MFA.
Impossible Travel,High,user17,7.222.51.202,2026-03-24 01:55:24.031276,Login from CA just 0.5 hours after login from US.,Investigate user location and enforce MFA.
Impossible Travel,High,admin1,164.149.86.87,2026-03-24 01:24:24.031276,Login from UK just 0.8 hours after login from US.,Investigate user location and enforce MFA.
Impossible Travel,High,user13,8.71.241.81,2026-03-24 01:12:24.031276,Login from US just 3.6 hours after login from UK.,Investigate user location and enforce MFA.
Impossible Travel,High,user10,176.204.138.253,2026-03-24 00:56:24.031276,Login from CA just 1.6 hours after login from US.,Investigate user location and enforce MFA.
Impossible Travel,High,user15,126.175.209.28,2026-03-24 00:46:24.031276,Login from US just 6.3 hours after login from CA.,Investigate user location and enforce MFA.
Impossible Travel,High,user1,96.59.180.246,2026-03-23 23:59:24.031276,Login from US just 7.3 hours after login from CA.,Investigate user location and enforce MFA.
Impossible Travel,High,user11,217.162.37.119,2026-03-23 23:31:24.031276,Login from IN just 0.1 hours after login from US.,Investigate user location and enforce MFA.
Impossible Travel,High,user8,6.129.35.223,2026-03-23 22:17:24.031276,Login from CA just 0.0 hours after login from US.,Investigate user location and enforce MFA.
Impossible Travel,High,user19,206.138.13.179,2026-03-23 22:09:24.031276,Login from CA just 7.4 hours after login from US.,Investigate user location and enforce MFA.
Impossible Travel,High,user13,116.37.185.99,2026-03-23 21:36:24.031276,Login from UK just 1.7 hours after login from US.,Investigate user location and enforce MFA.
Impossible Travel,High,user9,10.120.47.197,2026-03-23 21:20:24.031276,Login from US just 0.3 hours after login from CA.,Investigate user location and enforce MFA.
Impossible Travel,High,user9,202.66.236.189,2026-03-23 21:04:24.031276,Login from CA just 0.5 hours after login from US.,Investigate user location and enforce MFA.
Impossible Travel,High,user9,182.51.245.38,2026-03-23 20:32:24.031276,Login from US just 1.8 hours after login from CA.,Investigate user location and enforce MFA.
Impossible Travel,High,admin1,144.21.137.162,2026-03-23 18:50:24.031276,Login from US just 0.8 hours after login from IN.,Investigate user location and enforce MFA.
Impossible Travel,High,user9,185.86.84.25,2026-03-23 18:44:24.031276,Login from CA just 4.3 hours after login from US.,Investigate user location and enforce MFA.
Impossible Travel,High,user15,171.120.116.121,2026-03-23 18:30:24.031276,Login from CA just 1.6 hours after login from US.,Investigate user location and enforce MFA.
Impossible Travel,High,admin1,165.176.130.179,2026-03-23 18:04:24.031276,Login from IN just 0.1 hours after login from US.,Investigate user location and enforce MFA.
Impossible Travel,High,user1,110.176.255.105,2026-03-23 16:39:24.031276,Login from CA just 2.9 hours after login from US.,Investigate user location and enforce MFA.
Impossible Travel,High,user16,194.36.18.122,2026-03-23 16:28:24.031276,Login from US just 0.1 hours after login from CA.,Investigate user location and enforce MFA.
Impossible Travel,High,user8,5.176.200.147,2026-03-23 15:06:24.031276,Login from US just 1.1 hours after login from DE.,Investigate user location and enforce MFA.
Impossible Travel,High,user9,154.168.104.130,2026-03-23 14:28:24.031276,Login from US just 2.4 hours after login from IN.,Investigate user location and enforce MFA.
Impossible Travel,High,user8,176.231.37.209,2026-03-23 13:59:24.031276,Login from DE just 0.4 hours after login from US.,Investigate user location and enforce MFA.
Impossible Travel,High,user19,66.70.31.65,2026-03-23 12:11:24.031276,Login from US just 4.9 hours after login from DE.,Investigate user location and enforce MFA.
Impossible Travel,High,user9,163.131.6.223,2026-03-23 12:04:24.031276,Login from IN just 2.6 hours after login from DE.,Investigate user location and enforce MFA.
Impossible Travel,High,user16,26.92.97.90,2026-03-23 10:20:24.031276,Login from CA just 2.7 hours after login from US.,Investigate user location and enforce MFA.
Impossible Travel,High,user9,156.92.40.254,2026-03-23 09:30:24.031276,Login from DE just 2.6 hours after login from US.,Investigate user location and enforce MFA.
Impossible Travel,High,user7,153.219.129.162,2026-03-23 09:07:24.031276,Login from US just 4.2 hours after login from CA.,Investigate user location and enforce MFA.
Impossible Travel,High,user15,164.72.136.254,2026-03-23 07:43:24.031276,Login from US just 1.6 hours after login from UK.,Investigate user location and enforce MFA.
Impossible Travel,High,user16,159.180.1.123,2026-03-23 07:39:24.031276,Login from US just 0.5 hours after login from UK.,Investigate user location and enforce MFA.
Impossible Travel,High,user19,139.19.166.215,2026-03-23 07:16:24.031276,Login from DE just 0.6 hours after login from US.,Investigate user location and enforce MFA.
Impossible Travel,High,user16,219.188.113.74,2026-03-23 07:08:24.031276,Login from UK just 4.0 hours after login from US.,Investigate user location and enforce MFA.
Impossible Travel,High,user15,55.218.4.122,2026-03-23 06:10:24.031276,Login from UK just 1.2 hours after login from US.,Investigate user location and enforce MFA.
Impossible Travel,High,user19,206.168.237.105,2026-03-23 05:34:24.031276,Login from US just 6.8 hours after login from UK.,Investigate user location and enforce MFA.
Impossible Travel,High,user17,74.28.202.2,2026-03-23 05:24:24.031276,Login from US just 3.8 hours after login from UK.,Investigate user location and enforce MFA.
Impossible Travel,High,user7,116.178.21.129,2026-03-23 04:53:24.031276,Login from CA just 3.1 hours after login from US.,Investigate user location and enforce MFA.
Impossible Travel,High,user18,214.176.192.215,2026-03-23 02:46:24.031276,Login from US just 4.9 hours after login from UK.,Investigate user location and enforce MFA.
Impossible Travel,High,admin1,38.211.127.91,2026-03-23 02:39:24.031276,Login from US just 0.5 hours after login from UK.,Investigate user location and enforce MFA.
Impossible Travel,High,admin1,15.211.154.215,2026-03-23 02:11:24.031276,Login from UK just 0.8 hours after login from US.,Investigate user location and enforce MFA.
Impossible Travel,High,user17,192.185.110.12,2026-03-23 01:35:24.031276,Login from UK just 5.2 hours after login from US.,Investigate user location and enforce MFA.
Impossible Travel,High,user15,24.207.41.119,2026-03-23 01:00:24.031276,Login from US just 0.9 hours after login from UK.,Investigate user location and enforce MFA.
Impossible Travel,High,user15,50.148.64.241,2026-03-23 00:03:24.031276,Login from UK just 10.3 hours after login from US.,Investigate user location and enforce MFA.
Impossible Travel,High,user19,157.75.239.138,2026-03-22 22:43:24.031276,Login from UK just 6.0 hours after login from US.,Investigate user location and enforce MFA.
Impossible Travel,High,user18,131.120.27.194,2026-03-22 21:50:24.031276,Login from UK just 2.2 hours after login from IN.,Investigate user location and enforce MFA.
Impossible Travel,High,user14,108.140.28.30,2026-03-22 21:11:24.031276,Login from US just 1.1 hours after login from DE.,Investigate user location and enforce MFA.
Impossible Travel,High,user8,103.250.70.7,2026-03-22 21:09:24.031276,Login from US just 3.4 hours after login from CA.,Investigate user location and enforce MFA.
Impossible Travel,High,user10,177.12.173.168,2026-03-22 20:56:24.031276,Login from US just 2.7 hours after login from UK.,Investigate user location and enforce MFA.
Impossible Travel,High,user13,49.111.136.71,2026-03-22 20:39:24.031276,Login from US just 1.8 hours after login from DE.,Investigate user location and enforce MFA.
Impossible Travel,High,user14,47.226.102.29,2026-03-22 20:07:24.031276,Login from DE just 5.5 hours after login from US.,Investigate user location and enforce MFA.
Impossible Travel,High,user18,122.135.247.255,2026-03-22 19:38:24.031276,Login from IN just 2.1 hours after login from US.,Investigate user location and enforce MFA.
Impossible Travel,High,user13,102.158.13.45,2026-03-22 18:51:24.031276,Login from DE just 3.9 hours after login from US.,Investigate user location and enforce MFA.
Impossible Travel,High,admin2,10.138.172.166,2026-03-22 18:25:24.031276,Login from US just 2.5 hours after login from IN.,Investigate user location and enforce MFA.
Impossible Travel,High,user10,192.240.240.125,2026-03-22 18:12:24.031276,Login from UK just 0.7 hours after login from US.,Investigate user location and enforce MFA.
Impossible Travel,High,user7,58.100.18.4,2026-03-22 18:00:24.031276,Login from US just 6.3 hours after login from CA.,Investigate user location and enforce MFA.
Impossible Travel,High,user8,148.153.48.30,2026-03-22 17:46:24.031276,Login from CA just 10.0 hours after login from US.,Investigate user location and enforce MFA.
Impossible Travel,High,admin2,223.232.200.12,2026-03-22 15:53:24.031276,Login from IN just 1.1 hours after login from US.,Investigate user location and enforce MFA.
Impossible Travel,High,user2,5.27.1.169,2026-03-22 15:13:24.031276,Login from US just 3.6 hours after login from CA.,Investigate user location and enforce MFA.
Impossible Travel,High,user7,184.9.6.47,2026-03-22 11:42:24.031276,Login from CA just 4.6 hours after login from US.,Investigate user location and enforce MFA.
Impossible Travel,High,user2,136.217.219.253,2026-03-22 11:35:24.031276,Login from CA just 1.9 hours after login from US.,Investigate user location and enforce MFA.
Impossible Travel,High,user13,114.5.14.144,2026-03-22 11:17:24.031276,Login from US just 1.9 hours after login from CA.,Investigate user location and enforce MFA.
Impossible Travel,High,user17,151.218.155.50,2026-03-22 10:55:24.031276,Login from US just 2.3 hours after login from UK.,Investigate user location and enforce MFA.
Impossible Travel,High,user2,97.132.148.57,2026-03-22 09:39:24.031276,Login from US just 1.7 hours after login from DE.,Investigate user location and enforce MFA.
Impossible Travel,High,user6,151.83.74.193,2026-03-22 09:29:24.031276,Login from US just 2.2 hours after login from CA.,Investigate user location and enforce MFA.
Impossible Travel,High,user13,51.151.0.68,2026-03-22 09:21:24.031276,Login from CA just 3.8 hours after login from US.,Investigate user location and enforce MFA.
Impossible Travel,High,user17,114.214.64.225,2026-03-22 08:37:24.031276,Login from UK just 9.0 hours after login from US.,Investigate user location and enforce MFA.
Impossible Travel,High,user2,84.72.243.116,2026-03-22 07:59:24.031276,Login from DE just 0.9 hours after login from US.,Investigate user location and enforce MFA.
Impossible Travel,High,user6,106.61.168.17,2026-03-22 07:18:24.031276,Login from CA just 1.8 hours after login from US.,Investigate user location and enforce MFA.
Impossible Travel,High,user1,92.231.171.182,2026-03-22 06:27:24.031276,Login from US just 1.4 hours after login from CA.,Investigate user location and enforce MFA.
Impossible Travel,High,user1,183.154.46.19,2026-03-22 05:04:24.031276,Login from CA just 7.3 hours after login from US.,Investigate user location and enforce MFA.
Impossible Travel,High,user9,93.205.80.131,2026-03-22 04:07:24.031276,Login from US just 0.3 hours after login from CA.,Investigate user location and enforce MFA.
Impossible Travel,High,admin1,20.153.208.179,2026-03-22 04:02:24.031276,Login from US just 2.0 hours after login from IN.,Investigate user location and enforce MFA.
Impossible Travel,High,user5,99.96.97.120,2026-03-22 03:57:24.031276,Login from US just 0.9 hours after login from CA.,Investigate user location and enforce MFA.
Impossible Travel,High,user9,92.218.254.50,2026-03-22 03:47:24.031276,Login from CA just 2.3 hours after login from US.,Investigate user location and enforce MFA.
Impossible Travel,High,admin1,76.238.31.126,2026-03-22 02:03:24.031276,Login from IN just 1.2 hours after login from US.,Investigate user location and enforce MFA.
Impossible Travel,High,user18,203.165.133.104,2026-03-22 01:15:24.031276,Login from US just 0.2 hours after login from DE.,Investigate user location and enforce MFA.
Impossible Travel,High,user18,26.0.119.112,2026-03-22 01:05:24.031276,Login from DE just 2.0 hours after login from US.,Investigate user location and enforce MFA.
Impossible Travel,High,admin1,61.64.115.88,2026-03-22 00:04:24.031276,Login from US just 0.7 hours after login from CA.,Investigate user location and enforce MFA.
Impossible Travel,High,admin1,51.168.142.94,2026-03-21 23:24:24.031276,Login from CA just 4.2 hours after login from US.,Investigate user location and enforce MFA.
Impossible Travel,High,user3,216.228.43.207,2026-03-21 22:59:24.031276,Login from US just 1.0 hours after login from UK.,Investigate user location and enforce MFA.
Impossible Travel,High,user3,102.1.92.210,2026-03-21 21:58:24.031276,Login from UK just 0.4 hours after login from US.,Investigate user location and enforce MFA.
Off-hours Privileged Access,Medium,admin1,160.212.107.229,2026-03-28 05:28:24.031276,Admin access detected during off-hours (05:28).,Verify if the admin was scheduled for maintenance.
Off-hours Privileged Access,Medium,admin2,70.148.33.147,2026-03-28 04:50:24.031276,Admin access detected during off-hours (04:50).,Verify if the admin was scheduled for maintenance.
Off-hours Privileged Access,Medium,admin1,73.140.209.187,2026-03-28 04:07:24.031276,Admin access detected during off-hours (04:07).,Verify if the admin was scheduled for maintenance.
Off-hours Privileged Access,Medium,admin2,23.242.34.65,2026-03-28 01:40:24.031276,Admin access detected during off-hours (01:40).,Verify if the admin was scheduled for maintenance.
Off-hours Privileged Access,Medium,admin2,122.125.202.12,2026-03-27 01:49:24.031276,Admin access detected during off-hours (01:49).,Verify if the admin was scheduled for maintenance.
Off-hours Privileged Access,Medium,admin1,178.166.65.37,2026-03-27 01:14:24.031276,Admin access detected during off-hours (01:14).,Verify if the admin was scheduled for maintenance.
Off-hours Privileged Access,Medium,admin1,57.79.129.16,2026-03-26 23:37:24.031276,Admin access detected during off-hours (23:37).,Verify if the admin was scheduled for maintenance.
Off-hours Privileged Access,Medium,admin2,213.22.249.34,2026-03-26 22:41:24.031276,Admin access detected during off-hours (22:41).,Verify if the admin was scheduled for maintenance.
Off-hours Privileged Access,Medium,admin2,76.45.50.130,2026-03-26 05:57:24.031276,Admin access detected during off-hours (05:57).,Verify if the admin was scheduled for maintenance.
Off-hours Privileged Access,Medium,admin1,145.97.191.252,2026-03-26 02:22:24.031276,Admin access detected during off-hours (02:22).,Verify if the admin was scheduled for maintenance.
Off-hours Privileged Access,Medium,admin2,107.168.96.73,2026-03-26 01:50:24.031276,Admin access detected during off-hours (01:50).,Verify if the admin was scheduled for maintenance.
Off-hours Privileged Access,Medium,admin2,204.15.63.160,2026-03-26 00:46:24.031276,Admin access detected during off-hours (00:46).,Verify if the admin was scheduled for maintenance.
Off-hours Privileged Access,Medium,admin2,158.200.227.8,2026-03-26 00:37:24.031276,Admin access detected during off-hours (00:37).,Verify if the admin was scheduled for maintenance.
API Burst Activity,Medium,user7,194.209.135.176,2026-03-25 16:45:36.979276,"Source IP made 100 API requests, indicating potential scraping or enumeration.",Rate limit the IP and investigate access intent.
Off-hours Privileged Access,Medium,admin2,140.197.21.215,2026-03-25 05:36:24.031276,Admin access detected during off-hours (05:36).,Verify if the admin was scheduled for maintenance.
Off-hours Privileged Access,Medium,admin1,3.182.141.129,2026-03-25 05:01:24.031276,Admin access detected during off-hours (05:01).,Verify if the admin was scheduled for maintenance.
Off-hours Privileged Access,Medium,admin2,73.214.63.100,2026-03-25 03:00:24.031276,Admin access detected during off-hours (03:00).,Verify if the admin was scheduled for maintenance.
Off-hours Privileged Access,Medium,admin2,186.7.227.45,2026-03-25 00:15:24.031276,Admin access detected during off-hours (00:15).,Verify if the admin was scheduled for maintenance.
Off-hours Privileged Access,Medium,admin1,212.104.76.0,2026-03-24 23:35:24.031276,Admin access detected during off-hours (23:35).,Verify if the admin was scheduled for maintenance.
Off-hours Privileged Access,Medium,admin1,35.149.21.247,2026-03-24 21:45:24.031276,Admin access detected during off-hours (21:45).,Verify if the admin was scheduled for maintenance.
Off-hours Privileged Access,Medium,admin2,57.238.135.81,2026-03-24 05:49:24.031276,Admin access detected during off-hours (05:49).,Verify if the admin was scheduled for maintenance.
Off-hours Privileged Access,Medium,admin2,175.91.226.27,2026-03-24 05:40:24.031276,Admin access detected during off-hours (05:40).,Verify if the admin was scheduled for maintenance.
Off-hours Privileged Access,Medium,admin1,47.129.109.221,2026-03-24 05:10:24.031276,Admin access detected during off-hours (05:10).,Verify if the admin was scheduled for maintenance.
Off-hours Privileged Access,Medium,admin2,197.201.82.190,2026-03-24 05:02:24.031276,Admin access detected during off-hours (05:02).,Verify if the admin was scheduled for maintenance.
Off-hours Privileged Access,Medium,admin1,43.30.44.71,2026-03-24 04:13:24.031276,Admin access detected during off-hours (04:13).,Verify if the admin was scheduled for maintenance.
Off-hours Privileged Access,Medium,admin1,194.109.212.63,2026-03-24 03:36:24.031276,Admin access detected during off-hours (03:36).,Verify if the admin was scheduled for maintenance.
Off-hours Privileged Access,Medium,admin1,114.199.231.152,2026-03-24 03:15:24.031276,Admin access detected during off-hours (03:15).,Verify if the admin was scheduled for maintenance.
Off-hours Privileged Access,Medium,admin1,85.23.184.206,2026-03-24 03:07:24.031276,Admin access detected during off-hours (03:07).,Verify if the admin was scheduled for maintenance.
Off-hours Privileged Access,Medium,admin1,218.14.115.71,2026-03-24 02:42:24.031276,Admin access detected during off-hours (02:42).,Verify if the admin was scheduled for maintenance.
Off-hours Privileged Access,Medium,admin1,183.19.66.104,2026-03-24 02:06:24.031276,Admin access detected during off-hours (02:06).,Verify if the admin was scheduled for maintenance.
Off-hours Privileged Access,Medium,admin1,164.149.86.87,2026-03-24 01:24:24.031276,Admin access detected during off-hours (01:24).,Verify if the admin was scheduled for maintenance.
Off-hours Privileged Access,Medium,admin2,175.47.219.219,2026-03-24 00:59:24.031276,Admin access detected during off-hours (00:59).,Verify if the admin was scheduled for maintenance.
Off-hours Privileged Access,Medium,admin1,67.245.166.87,2026-03-24 00:33:24.031276,Admin access detected during off-hours (00:33).,Verify if the admin was scheduled for maintenance.
Off-hours Privileged Access,Medium,admin2,46.145.24.123,2026-03-23 21:34:24.031276,Admin access detected during off-hours (21:34).,Verify if the admin was scheduled for maintenance.
Off-hours Privileged Access,Medium,admin1,32.201.244.104,2026-03-23 03:03:24.031276,Admin access detected during off-hours (03:03).,Verify if the admin was scheduled for maintenance.
Off-hours Privileged Access,Medium,admin1,38.211.127.91,2026-03-23 02:39:24.031276,Admin access detected during off-hours (02:39).,Verify if the admin was scheduled for maintenance.
Off-hours Privileged Access,Medium,admin1,15.211.154.215,2026-03-23 02:11:24.031276,Admin access detected during off-hours (02:11).,Verify if the admin was scheduled for maintenance.
Off-hours Privileged Access,Medium,admin1,166.205.204.53,2026-03-23 01:20:24.031276,Admin access detected during off-hours (01:20).,Verify if the admin was scheduled for maintenance.
Off-hours Privileged Access,Medium,admin1,49.50.42.199,2026-03-23 00:08:24.031276,Admin access detected during off-hours (00:08).,Verify if the admin was scheduled for maintenance.
Off-hours Privileged Access,Medium,admin1,181.81.158.75,2026-03-22 22:15:24.031276,Admin access detected during off-hours (22:15).,Verify if the admin was scheduled for maintenance.
Off-hours Privileged Access,Medium,admin1,210.28.22.40,2026-03-22 04:58:24.031276,Admin access detected during off-hours (04:58).,Verify if the admin was scheduled for maintenance.
Off-hours Privileged Access,Medium,admin1,20.153.208.179,2026-03-22 04:02:24.031276,Admin access detected during off-hours (04:02).,Verify if the admin was scheduled for maintenance.
Off-hours Privileged Access,Medium,admin2,16.153.105.252,2026-03-22 02:49:24.031276,Admin access detected during off-hours (02:49).,Verify if the admin was scheduled for maintenance.
Off-hours Privileged Access,Medium,admin1,76.238.31.126,2026-03-22 02:03:24.031276,Admin access detected during off-hours (02:03).,Verify if the admin was scheduled for maintenance.
Off-hours Privileged Access,Medium,admin1,143.158.42.43,2026-03-22 00:53:24.031276,Admin access detected during off-hours (00:53).,Verify if the admin was scheduled for maintenance.
Off-hours Privileged Access,Medium,admin1,83.192.91.144,2026-03-22 00:38:24.031276,Admin access detected during off-hours (00:38).,Verify if the admin was scheduled for maintenance.
Off-hours Privileged Access,Medium,admin1,61.64.115.88,2026-03-22 00:04:24.031276,Admin access detected during off-hours (00:04).,Verify if the admin was scheduled for maintenance.
Off-hours Privileged Access,Medium,admin1,51.168.142.94,2026-03-21 23:24:24.031276,Admin access detected during off-hours (23:24).,Verify if the admin was scheduled for maintenance.
Off-hours Privileged Access,Medium,admin2,173.248.39.204,2026-03-21 22:40:24.031276,Admin access detected during off-hours (22:40).,Verify if the admin was scheduled for maintenance.
